Title,Date_of_Release,Genre,Crew_dir,Cast_stars,Plot_summary,Age_of_content,Votes,ImDBRating
Suhaag,1979,"Action, Drama, Musical            ",Manmohan Desai,"Shashi Kapoor, Amitabh Bachchan, Rekha, Parveen Babi","Two brothers gets separated at the time of their birth. But when they reunite as adults, challenges welcome them.",42,1092,6.7
Helicopter Eela,2018,Drama            ,Pradeep Sarkar,"Kajol, Riddhi Sen, Tota Roy Chowdhury, Neha Dhupia","Eela Raiturkar, an aspiring singer, gives up on her career after her husband abandons her and their son, Vivaan. However, years later, he encourages his mother to pursue her dream.",3,1091,5.6
Yeshwant,1997,"Action, Crime, Drama            ",Anil Mattoo,"Nana Patekar, Madhoo, Atul Agnihotri, Mohan Joshi","Tough policier about a straight, but maverick cop who does not believe in bending over, no matter what. He encourages his wife to become a top government officer and tutors her at home, ...                See full summary »",24,1091,7.2
Pal Pal Dil Ke Paas,2019,"Action, Drama, Romance            ",Sunny Deol,"Karan Deol, Sahher Bambba, Kallirroi Tziafeta, Swarit Sur","When video blogger Saher Sethi embarks on a tedious trek with mountaineer Karan Sehgal, sparks are bound to fly. But will their love story blossom despite the odds?",2,1089,4.6
Parampara,1993,"Action, Drama, Romance            ",Yash Chopra,"Sunil Dutt, Vinod Khanna, Aamir Khan, Ashwini Bhave","The grandchildren of two sworn enemies want to put the bitterness between the families behind them, but will the bloodthirsty traditions compel them to do otherwise?",28,1085,5.6
Sapoot,1996,"Action, Crime, Drama            ",Jagdish A. Sharma,"Akshay Kumar, Sunil Shetty, Karisma Kapoor, Sonali Bendre","When a gangster is killed by his rivals, his two sons vow revenge.",25,1083,5.2
Raat,1992,Horror            ,Ram Gopal Varma,"Revathi, Rohini Hattangadi, Om Puri, Akash Khurana","Mini shifts to her new house along with her parents Mr. and Mrs. Shrma, as well as, nephew Bunty. Bunty finds a cat in the backyard of the house and gets attracted to it but the cat soon ...                See full summary »",29,1080,7.1
Krishna Cottage,2004,"Horror, Mystery            ",Santram Varma,"Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy, Rati Agnihotri",A group of collegians are forced to take shelter in a mysterious Krishna Cottage for the night. Little do they know that the cottage is haunted by a spirit.,17,1077,5.2
Joru Ka Ghulam,2000,"Comedy, Drama, Romance            ",Shakeel Noorani,"Govinda, Twinkle Khanna, Kader Khan, Ashok Saraf","A conman disguises himself as a groom in order to con a wealthy yet a troubled businessman, later reforms his criminal ways to win his ladylove.",21,1072,5.1
Muskurahatein,2017,Romance            ,J.S. Randhawa,"J.S. Randhawa, Sonal Mudgal, Sanjay Mishra, Shyam Mashalkar",A married professor and his married student find themselves in a dilemma when they are attracted to each other despite sharing a good equation with their respective partners.,4,1069,8.9
Dharm,2007,"Drama, History            ",Bhavna Talwar,"Pankaj Kapur, Supriya Pathak, Pankaj Tripathi, Daya Shankar Pandey","When a priest's wife brings home an orphan boy, her husband is against it. Over time, he develops a connection with him, but is shocked when he finds out the boy's religion.",14,1068,8.0
C Kkompany,2008,"Comedy, Drama, Thriller            ",Sachin Yardi,"Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen","Three down on their luck men adapts a strategical idea of extortion, only to find themselves in deep trouble.",13,1066,5.4
Jaagruti,1993,"Action, Drama            ",Suresh Krishna,"Salman Khan, Karisma Kapoor, Ashok Saraf, Shiva Rindani","Jugnu is a playful boy whose spending time with his friends doing nothing.He is in love with Shalu but their relationship is not approved by her father Sunderlal.Vishal,Jugnu's elder ...                See full summary »",28,1064,4.3
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,"Comedy, Drama            ",Makrand Deshpande,"Suzanne Bernert, Nagesh Bhonsle, Pritika Chawla, Sanjay Dadheech","While dealing with personal issues, a woman hopes to meet and act with a famous actor.",11,1060,5.0
Khoon Bhari Maang,1988,"Drama, Thriller, Action            ",Rakesh Roshan,"Rekha, Kabir Bedi, Sonu Walia, Kader Khan","A man marries a rich widow for her money and tries to murder her but she survives, gets a new face due to plastic surgery and returns for revenge.",33,1058,6.6
Patthar Ke Phool,1991,"Action, Drama, Romance            ",Anant Balani,"Salman Khan, Raveena Tandon, Kiran Kumar, Manohar Singh",A young police officer and the daughter of a gangster fall in love at first sight.,30,1058,5.6
Guddi,1971,"Drama, Comedy, Family            ",Hrishikesh Mukherjee,"Dharmendra, Jaya Bachchan, Sumita Sanyal, Utpal Dutt","A teenage girl will not accept her family's attempt to arrange a marriage for her, as her heart is currently too full of love for the movies and heartthrob actor ""Dharmendra.""",50,1056,7.2
Main Aisa Hi Hoon,2005,"Drama, Family, Musical            ",Harry Baweja,"Ajay Devgn, Sushmita Sen, Esha Deol, Anupam Kher","Indraneel better known as Neel is mentally unfit, lives in a small hill station where everyone loves him works at a coffee shop and as single parent takes care of his daughter ...                See full summary »",16,1052,4.8
Shirin Farhad Ki Toh Nikal Padi,2012,Romance            ,Bela Segal,"Freny Bhagat, Dinyar Contractor, Nauheed Cyrusi, Kavin Dave",Farhad Pastakia (Boman Irani) has a dream job as a bra-and-panty salesman. Except that he is a 45-year old Parsi bachelor still living with his overbearing mother and grandmother. But it's ...                See full summary »,9,1046,4.2
Fugly,2014,"Drama, Thriller            ",Kabir Sadanand,"Jimmy Sheirgill, Mohit Marwah, Kiara Advani, Vijender Singh",Four friends fight against a corrupt police officer who extorts money from them for not framing them in a murder which the officer committed himself.,7,1043,4.7
Daud: Fun on the Run,1997,"Action, Adventure, Comedy            ",Ram Gopal Varma,"Sanjay Dutt, Urmila Matondkar, Paresh Rawal, Neeraj Vora","Nandu, a small-time thief, is assigned to smuggle an unknown packet for a petty amount. With the police pursuing him, Nandu has to elude them and deliver the packet on time.",24,1043,5.9
Aetbaar,2004,"Action, Drama, Musical            ",Vikram Bhatt,"Amitabh Bachchan, John Abraham, Bipasha Basu, Supriya Pilgaonkar","A protective father starts digging deeper into the past of his daughter's possessive, unpredictable and violent boyfriend.",17,1040,4.6
Kadvi Hawa,2017,Drama            ,Nila Madhab Panda,"Sanjay Mishra, Ranvir Shorey, Tillotama Shome, Singh Bhupesh","Story of a farmer and a bank recovery agent, whose lives are impacted by climate change. Both are willing to go to any length for the sake of their family. What does fate have in store for them?",4,1035,8.1
Chippa,2019,Drama            ,Safdar Rahman,"Sunny Pawar, Mala Mukherjee, Surojit, Dilip","On the eve of his tenth birthday, when Chippa receives a letter for his long-absent father, he decides to leave his pavement abode to find out more.",2,1034,6.5
Love Breakups Zindagi,2011,"Comedy, Drama, Romance            ",Sahil Sangha,"Zayed Khan, Dia Mirza, Cyrus Sahukar, Tisca Chopra",A couple and many of their friends experience changes and challenges in their respective lives after attending a wedding.,10,1034,5.8
Striker,2010,"Action, Crime, Drama            ",Chandan Arora,"Siddharth, Ankur Vikal, Anupam Kher, Vidya Malvade","Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots, Suryakant - one of four siblings from Malad's Malvani slums, heads home. While doing so, ...                See full summary »",11,1034,6.9
Sorry Bhai!,2008,"Comedy, Drama, Romance            ",Onir,"Shabana Azmi, Boman Irani, Sanjay Suri, Sharman Joshi","While attending his brother's wedding, a Scientist falls for the bride.",13,1034,6.2
Kurukshetra,2000,"Action, Crime, Drama            ",Mahesh Manjrekar,"Mukesh Rishi, Sanjay Dutt, Mahima Chaudhry, Om Puri","ACP Prithviraj is an honest cop. When he arrests the Chief Minister's son for assaulting a girl, the minister tries his best to create havoc in Prithviraj's life.",21,1034,6.1
Department,2012,"Action, Crime, Thriller            ",Ram Gopal Varma,"Sanjay Dutt, Rana Daggubati, Lakshmi Manchu, Vijay Raaz",A suspended cop joins hands with inspector Mahadev Bhonsle to free the city from underworld.,9,1029,3.1
Naam,1986,"Crime, Drama, Thriller            ",Mahesh Bhatt,"Nutan, Kumar Gaurav, Sanjay Dutt, Poonam Dhillon","Follows the story of Vicky, who gets entrapped in a criminal plot after he leaves his country for work.",35,1029,7.5
Harami,2020,"Crime, Drama, Romance            ",Shyam Madiraju,"Emraan Hashmi, Rizwan Shaikh, Dhanshree Patil, Harsh Rajendra Rane","An orphan teenage pickpocket working in the trains of Mumbai along with his gang, embarks on a life-altering journey when faced by the daughter of one of his victims who's committed suicide after being robbed.",1,1027,7.7
Where's the Party Yaar?,2003,Comedy            ,Benny Mathews,"Diwakar Pathak, Sunil Malhotra, Indravadan Tridevi, Arun Bakshi","Harish Kumar Patel lives with his mom and dad in Valsad, Gujarat, India, where he is studying Electronic Engineering. His dad, Satish Kumar, wants him to re-locate to the U.S., live with ...                See full summary »",18,1027,5.0
Mudda 370 J&K,2019,"Action, Drama            ",Rakesh Sawant,"Hiten Tejwani, Anjali Pandey, Manoj Joshi, Zarina Wahab","A film based on the real story of burning Kashmir. In the year 1990, when an estimated population of around 7 lakh Hindu Kashmiri were forcibly uprooted from their homeland by the Muslim ...                See full summary »",2,1026,8.5
Satyam Shivam Sundaram: Love Sublime,1978,"Drama, Romance            ",Raj Kapoor,"Shashi Kapoor, Zeenat Aman, Kanhaiyalal Chaturvedi, A.K. Hangal","Rupa (Zeenat Aman) grew up being cursed as ""unlucky"" in the village she was born in. Her mother died during childbirth. Then a kitchen accident leaves half her face disfigured. This is an ...                See full summary »",43,1025,7.1
Ittefaq,1969,"Crime, Mystery, Thriller            ",Yash Chopra,"Rajesh Khanna, Nanda, Sujit Kumar, Bindu","Taking place almost entirely over the course of one stormy night, a woman is terrified when an accused murderer escapes from a mental hospital and seeks refuge in her home.",52,1023,7.4
Hera Pheri,1976,"Action, Comedy, Crime            ",Prakash Mehra,"Saira Banu, Vinod Khanna, Amitabh Bachchan, Sulakshana Pandit",Two friends Ajay and Vijay gets separated from each other when they discover secrets about their past in their own ways.,45,1021,6.8
3 AM: A Paranormal Experience,2014,"Horror, Romance            ",Vishal Mahadkar,"Salil Acharya, Kavin Dave, Jason Matthew Ethier, Anindita Nayar",The story of the movie revolves around three friends who are going to make a reality show on the existence of ghosts in the world.,7,1019,5.0
Auzaar,1997,"Action, Drama, Musical            ",Sohail Khan,"Salman Khan, Sanjay Kapoor, Shilpa Shetty Kundra, Nirmal Pandey",Two college friends find themselves on the opposite side of the law when they reunite.,24,1019,4.5
100 Days,1991,"Horror, Romance, Thriller            ",Partho Ghosh,"Jackie Shroff, Madhuri Dixit, Javed Jaffrey, Laxmikant Berde","A young, clairvoyant woman has a vision of a murder and sets out to uncover the truth before the killer finds her.",30,1017,6.5
Hum Bhi Akele Tum Bhi Akele,2019,Romance            ,Harish Vyas,"Anshuman Jha, Zareen Khan, Ravi Khanvilkar, Gurfateh Pirzada",A homosexual boy. A lesbian girl. A road trip from New Delhi to Himachal which helps them discover the Love in friendship.,2,1016,6.3
Liar's Dice,2013,"Adventure, Drama, Family            ",Geethu Mohandas,"Nawazuddin Siddiqui, Geetanjali Thapa, Manya Gupta, Vikram Bhagra",A mother and her daughter embarks on a desperate journey to find her missing husband. She met an guy who promised to help her for money. With limited money it become difficult to continue the search which leads to anxiety and despair.,8,1014,6.8
Ekta,2019,"Horror, Mystery, Thriller            ",G. Suman Reddy,"Salil Ankola, Navneet Kaur Dhillon, Avneet Kaur, Nasir Khan",A young lady cop tries to solve a murder mystery and why it is happening.,2,1012,8.0
Sonali Cable,2014,"Comedy, Drama            ",Charudutt Acharya,"Rhea Chakraborty, Ali Fazal, Raghav Juyal, Swanand Kirkire","Sonali, a spunky self-made internet operator, proudly runs a small outfit along with her band of ghetto boys catering to a sprawling Mumbai suburb. Complications arise when Sonali's ...                See full summary »",7,1010,5.3
Naram Garam,1981,"Comedy, Drama            ",Hrishikesh Mukherjee,"Amol Palekar, Swaroop Sampat, Utpal Dutt, A.K. Hangal",An impoverished employee tries to prevent his superiors and employers from marrying his sweetheart.,40,1010,7.4
Dishkiyaoon,2014,"Action, Thriller            ",Sanamjit Singh Talwar,"Harman Baweja, Harsh Chhaya, Sunny Deol, Rajit Kapoor","Vicky wanted to be the godfather of the Mumbai underworld. He gains everything and also loses everything. He gains respect, power, and leadership, but he loses love and friendship.",7,1007,5.2
Paltan,2018,"Action, Drama, History            ",J.P. Dutta,"Jackie Shroff, Arjun Rampal, Sonu Sood, Gurmeet Choudhary",An action-war drama based on the 1967 Nathu La and Cho La clashes along the Sikkim border after 1962 Sino-Indian War.,3,1006,5.3
Woh Kaun Thi?,1964,"Drama, Mystery, Romance            ",Raj Khosla,"Sadhana, Manoj Kumar, Parveen Choudhary, K.N. Singh","One stormy night, a doctor offers a ride to a ghostly woman he meets on the side of the road. Later, he discovers his intended bride is identical in appearance to the ghost. Who was she and why does she haunt him?",57,1006,7.6
Maharathi,2008,"Crime, Drama, Mystery            ",Shivam Nair,"Naseeruddin Shah, Om Puri, Boman Irani, Paresh Rawal",A street-smart newly recruited chauffeur partners with his late employer's wife to pocket a hefty insurance claim.,13,1004,7.1
